customer_id,company_name,contact_email,country,industry,company_size,acquisition_channel,signup_date,account_created_at
cus_46fd2609591141,"Bates, James and West",gnelson@ramos-irwin.com,NL,HR Tech,11-50,outbound_sales,2024-01-24,2024-01-24 00:00:00+00:00
cus_6cf98130ea034a,Davidson and Sons,prestonsharon@harris-ramirez.com,US,LegalTech,1-10,organic,2024-01-24,2024-01-24 00:00:00+00:00
cus_8398eccd465540,Sanchez Group,bjones@rivera.com,US,HR Tech,201-500,partner,2024-01-24,2024-01-24 00:00:00+00:00
cus_9078ac160f5b47,Simmons Inc,jenniferburgess@mcknight.com,FR,LegalTech,201-500,organic,2024-01-24,2024-01-24 00:00:00+00:00
cus_9c4a7d0202f643,Wiley-Powell,elizabeth65@boyd-turner.com,US,HealthTech,201-500,outbound_sales,2024-01-24,2024-01-24 00:00:00+00:00
cus_bc9f171aeb2143,Jackson Ltd,sanchezdawn@sheppard.com,US,AgriTech,11-50,outbound_sales,2024-01-24,2024-01-24 00:00:00+00:00
cus_c3d031eded2c41,Boyd-Pope,williamzhang@mcdaniel-jones.biz,US,SaaS,11-50,outbound_sales,2024-01-24,2024-01-24 00:00:00+00:00
cus_c6016c8f891347,"Garza, Taylor and Flores",heather53@davis.com,US,AgriTech,11-50,organic,2024-01-24,2024-01-24 00:00:00+00:00
cus_db480a5cd4dc47,Davis LLC,sandra27@oliver.com,FR,SaaS,11-50,partner,2024-01-24,2024-01-24 00:00:00+00:00
cus_dbbed52309624f,"Watson, Thomas and Cox",yluna@clark-daniel.info,FR,EdTech,11-50,paid_search,2024-01-24,2024-01-24 00:00:00+00:00
cus_e0b54d97687240,Nelson and Sons,james32@rowe.com,BR,Marketing,11-50,paid_search,2024-01-24,2024-01-24 00:00:00+00:00
cus_e7e9aac002d746,Obrien-Salazar,jerryjohnson@watts.com,GB,LegalTech,1-10,outbound_sales,2024-01-24,2024-01-24 00:00:00+00:00
cus_04f967b5497449,Smith-Kennedy,ediaz@medina.info,DE,FinTech,51-200,outbound_sales,2024-01-25,2024-01-25 00:00:00+00:00
cus_0ca0c0e23d5f42,"Graham, Francis and Smith",huberbrenda@thompson.com,GB,E-Commerce,51-200,referral,2024-01-25,2024-01-25 00:00:00+00:00
cus_1b0b3df5a23f44,Fox Ltd,brittany42@jackson.com,CA,SaaS,1-10,referral,2024-01-25,2024-01-25 00:00:00+00:00
cus_1d8f93f5a1b549,Rogers PLC,laurafox@hess.com,US,EdTech,201-500,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_223189ee750740,Strong Group,hicksshannon@butler.com,SG,EdTech,51-200,paid_search,2024-01-25,2024-01-25 00:00:00+00:00
cus_2e48768afaa640,Lee LLC,christophersolis@holden.com,SE,LegalTech,11-50,paid_search,2024-01-25,2024-01-25 00:00:00+00:00
cus_2fec9f0edc6647,"Jensen, Cole and Adkins",wsalazar@gibson.net,US,FinTech,11-50,referral,2024-01-25,2024-01-25 00:00:00+00:00
cus_4313f04a396248,Jackson-Morris,esingh@taylor.com,US,FinTech,11-50,outbound_sales,2024-01-25,2024-01-25 00:00:00+00:00
cus_435b78c1cf1e4f,Taylor-Holloway,laura80@cruz-thompson.com,US,Logistics,51-200,referral,2024-01-25,2024-01-25 00:00:00+00:00
cus_4d1e70e1f8854e,Joseph PLC,bmccormick@mcdonald.biz,US,SaaS,11-50,paid_search,2024-01-25,2024-01-25 00:00:00+00:00
cus_51f4efed59e44a,Gross LLC,david79@forbes-evans.net,CA,HealthTech,1-10,outbound_sales,2024-01-25,2024-01-25 00:00:00+00:00
cus_55c844d034734e,Ross and Sons,jgilbert@davis.com,DE,E-Commerce,51-200,paid_search,2024-01-25,2024-01-25 00:00:00+00:00
cus_55d7fa247ffb44,Reed Ltd,shawn51@berg.com,GB,EdTech,11-50,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_56f8f47db19447,Orr-Rivas,jennifergray@simpson.com,CA,Logistics,201-500,referral,2024-01-25,2024-01-25 00:00:00+00:00
cus_5df2147f860141,Henson PLC,shawkins@davis.org,CA,Logistics,201-500,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_5e6977db4cb04a,"Campos, Marsh and Mills",rwashington@pierce.info,US,Logistics,1-10,partner,2024-01-25,2024-01-25 00:00:00+00:00
cus_6c838ed8823e41,Torres-Nguyen,samuelvasquez@shaw.net,US,AgriTech,11-50,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_74ba497588f543,"Fernandez, Hardin and Martinez",ralexander@meza.com,US,SaaS,1-10,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_b8eb8987a06748,"Meyers, Olson and Bradley",mathew46@chen.com,GB,HR Tech,1-10,partner,2024-01-25,2024-01-25 00:00:00+00:00
cus_c9f611c6707145,Campbell-Richardson,michelle43@johnson.org,CA,Logistics,1-10,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_d67583877df14f,Lopez Group,deborahsmith@mcclure.org,DE,AgriTech,501-2000,referral,2024-01-25,2024-01-25 00:00:00+00:00
cus_dae7c64a819d4a,Brady PLC,allenjohn@williams-thompson.com,GB,LegalTech,11-50,paid_search,2024-01-25,2024-01-25 00:00:00+00:00
cus_de20b2b50ca145,Morrison-Shepherd,zreilly@savage.com,US,E-Commerce,1-10,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_e049acac0bd04f,Mccarthy-Calderon,epatel@bean.com,FR,Logistics,51-200,outbound_sales,2024-01-25,2024-01-25 00:00:00+00:00
cus_e4c077d323fc4c,Simpson PLC,ddavis@perry.com,GB,FinTech,1-10,organic,2024-01-25,2024-01-25 00:00:00+00:00
cus_047fe65f26f848,Wong PLC,bennettjessica@miller.biz,US,Marketing,51-200,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_174a3caf9a3b4b,Scott-Davis,dnelson@werner-james.biz,SG,Marketing,11-50,outbound_sales,2024-01-26,2024-01-26 00:00:00+00:00
cus_227fab67a3d644,Barber-Calderon,sanderspeter@klein.com,US,FinTech,201-500,organic,2024-01-26,2024-01-26 00:00:00+00:00
cus_32d24747acc948,Klein-Foster,twilkinson@page.com,US,E-Commerce,1-10,referral,2024-01-26,2024-01-26 00:00:00+00:00
cus_34ddc8007b5a48,Gonzalez-Bowers,vbaker@thomas.org,SG,Logistics,201-500,organic,2024-01-26,2024-01-26 00:00:00+00:00
cus_486dd7b8c35348,Davies Group,fmorgan@alvarez.net,GB,Marketing,11-50,referral,2024-01-26,2024-01-26 00:00:00+00:00
cus_48f4c50284bf45,"Goodwin, Riddle and Walter",jennifer92@humphrey.com,US,HR Tech,11-50,outbound_sales,2024-01-26,2024-01-26 00:00:00+00:00
cus_54f350d26c3e44,"Nolan, Shea and Powell",harrisandrew@gray.com,US,SaaS,201-500,partner,2024-01-26,2024-01-26 00:00:00+00:00
cus_55c3cf25b1864a,"Scott, Daniel and Ramirez",paul42@wright.net,US,LegalTech,1-10,organic,2024-01-26,2024-01-26 00:00:00+00:00
cus_58549d42fcf54e,Young and Sons,claytonkerr@white-west.info,AU,E-Commerce,201-500,outbound_sales,2024-01-26,2024-01-26 00:00:00+00:00
cus_59770e2d7ebc42,Perez PLC,silvacorey@joseph.biz,DE,SaaS,11-50,referral,2024-01-26,2024-01-26 00:00:00+00:00
cus_a54ff488a26f43,"Jones, Johnson and Taylor",alexandra05@obrien-phillips.com,US,Logistics,201-500,partner,2024-01-26,2024-01-26 00:00:00+00:00
cus_a85a726cdaa543,Delgado Inc,flittle@thornton-kemp.com,IN,HealthTech,51-200,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_aaab8f95406348,Friedman-Rodriguez,parsonslaura@green-rodriguez.com,US,E-Commerce,51-200,outbound_sales,2024-01-26,2024-01-26 00:00:00+00:00
cus_b10086d64d084c,Tucker-Smith,keylaura@miller-hawkins.biz,DE,HealthTech,201-500,organic,2024-01-26,2024-01-26 00:00:00+00:00
cus_b43a29a1543347,"Brown, Powell and Griffin",nelliott@martinez.com,US,HR Tech,51-200,referral,2024-01-26,2024-01-26 00:00:00+00:00
cus_b772013e4e6740,Rowe and Sons,deleonandrew@bullock.com,AU,Marketing,1-10,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_b9e0864489e648,"Rodriguez, Larson and Middleton",lindsayscott@solis.com,US,SaaS,1-10,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_c504d0920a2248,Wright Inc,stephanie85@barnes-morgan.com,US,LegalTech,51-200,partner,2024-01-26,2024-01-26 00:00:00+00:00
cus_c9a9f6d696f44c,Mendoza-Stewart,zimmermanjustin@franklin-king.com,US,FinTech,201-500,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_e0614638e98043,Haley-Mckee,petersdonald@hill.com,SG,EdTech,2001+,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_e083a9ded8ee42,Burns Ltd,harold06@aguirre.com,US,E-Commerce,11-50,paid_search,2024-01-26,2024-01-26 00:00:00+00:00
cus_e83459a743e643,Fritz-Page,clarkamanda@mccoy.info,US,SaaS,11-50,organic,2024-01-26,2024-01-26 00:00:00+00:00
cus_f58b25bff7344f,Simon and Sons,camerongregory@johnson.info,US,HR Tech,1-10,referral,2024-01-26,2024-01-26 00:00:00+00:00
cus_f748907fbf2a46,Clark and Sons,jacksonpatrick@reed.com,DE,HealthTech,11-50,partner,2024-01-26,2024-01-26 00:00:00+00:00
cus_02746ea5f3754d,Smith-Johnson,robertharvey@chavez-davis.biz,GB,Marketing,11-50,paid_search,2024-01-27,2024-01-27 00:00:00+00:00
cus_165c6b72d10041,"Wilson, Wallace and Martinez",thomas23@jennings.com,SG,LegalTech,501-2000,organic,2024-01-27,2024-01-27 00:00:00+00:00
cus_213d7266d6f74e,"Quinn, Clark and Proctor",bethmiller@johnson.org,AU,LegalTech,201-500,organic,2024-01-27,2024-01-27 00:00:00+00:00
cus_368f644e57dc4d,"Barrett, Williams and Roberson",pierceandrew@thompson.com,US,Marketing,11-50,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_3fd5bf28a38541,Parsons-Montoya,william62@griffin-daniels.net,SE,FinTech,201-500,outbound_sales,2024-01-27,2024-01-27 00:00:00+00:00
cus_42ba9dad36cb48,Kirby and Sons,shawn30@buchanan-pineda.com,CA,E-Commerce,11-50,outbound_sales,2024-01-27,2024-01-27 00:00:00+00:00
cus_5af6accfe28b4b,Scott Inc,richard55@reilly-harmon.com,US,Marketing,51-200,paid_search,2024-01-27,2024-01-27 00:00:00+00:00
cus_5fff3c3160a24d,"Simmons, Reese and Stout",mdavis@peterson.com,GB,SaaS,51-200,organic,2024-01-27,2024-01-27 00:00:00+00:00
cus_684d6971b6504c,Davis-George,iwatson@cole-sims.com,IN,Logistics,51-200,outbound_sales,2024-01-27,2024-01-27 00:00:00+00:00
cus_80875981824946,Hunt Ltd,reneepatel@martinez.org,AU,Marketing,1-10,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_86ec338b269b46,Snyder-Garza,garciamichelle@nelson-carson.com,US,HealthTech,11-50,organic,2024-01-27,2024-01-27 00:00:00+00:00
cus_924975f5dc7947,King PLC,jenniferrobinson@gonzalez.info,US,Logistics,201-500,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_97bad3c0dd984a,Brown-Richards,garciarobert@petty.com,US,LegalTech,201-500,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_9c4d8d07251d45,Vaughn PLC,john92@perez.com,CA,E-Commerce,51-200,organic,2024-01-27,2024-01-27 00:00:00+00:00
cus_9ffd2974435a4c,"Young, Li and Campos",michelle74@ward-mack.info,US,Logistics,1-10,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_b585d0e5c35742,"Jenkins, Edwards and Baker",ruthbutler@alexander.com,US,E-Commerce,11-50,outbound_sales,2024-01-27,2024-01-27 00:00:00+00:00
cus_ce0bd58cfc6648,Pittman Group,ramirezpaul@johnson.net,AU,E-Commerce,11-50,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_d6b5fa4b6ebd4a,"Poole, Smith and Baker",sabrinaadams@miller-fox.com,US,Marketing,2001+,referral,2024-01-27,2024-01-27 00:00:00+00:00
cus_e03d3086260943,"Matthews, Newman and Garrison",pamelagibson@hansen-padilla.com,US,SaaS,501-2000,paid_search,2024-01-27,2024-01-27 00:00:00+00:00
cus_e956f98877194a,Moore-Smith,fuentesmichael@hernandez.com,US,LegalTech,1-10,organic,2024-01-27,2024-01-27 00:00:00+00:00
cus_15517fd69fb346,Carney-Donovan,williamsonrachel@savage-smith.biz,GB,LegalTech,501-2000,organic,2024-01-28,2024-01-28 00:00:00+00:00
cus_220dd780045f40,Best Ltd,christinarichardson@alexander.info,GB,E-Commerce,201-500,outbound_sales,2024-01-28,2024-01-28 00:00:00+00:00
cus_22ccfbd1681b42,Harmon-Delgado,simmonsamy@bruce.net,NL,Logistics,1-10,referral,2024-01-28,2024-01-28 00:00:00+00:00
cus_2a27ffbec41e4c,Richardson-Cordova,yschmidt@murphy-thornton.biz,US,SaaS,11-50,partner,2024-01-28,2024-01-28 00:00:00+00:00
cus_431bc4c58a544c,Harris-Carter,karenrivers@garcia.net,GB,SaaS,501-2000,organic,2024-01-28,2024-01-28 00:00:00+00:00
cus_57f95b76c2aa42,"Hickman, Smith and Brown",katherinemclaughlin@brown.org,CA,E-Commerce,201-500,outbound_sales,2024-01-28,2024-01-28 00:00:00+00:00
cus_606c75178d2c4a,"Garza, Porter and Odom",katherine63@thomas.com,GB,Logistics,11-50,paid_search,2024-01-28,2024-01-28 00:00:00+00:00
cus_905505551c6b4e,Jackson-Hodges,michele19@garza.com,AU,FinTech,51-200,paid_search,2024-01-28,2024-01-28 00:00:00+00:00
cus_98f2743f6fa44f,Hudson-Barnes,jasonthompson@riley.com,US,HR Tech,51-200,organic,2024-01-28,2024-01-28 00:00:00+00:00
cus_a07cfed369ac4b,"Hartman, Guzman and Morales",megan07@black-lamb.info,DE,HealthTech,11-50,organic,2024-01-28,2024-01-28 00:00:00+00:00
cus_c4145b707aee48,Ramos LLC,hansenandrew@hernandez.com,IN,HR Tech,11-50,paid_search,2024-01-28,2024-01-28 00:00:00+00:00
cus_c97e97dab4ee4b,"Coleman, Wong and Ward",zacharycox@hart-hensley.org,US,Marketing,11-50,partner,2024-01-28,2024-01-28 00:00:00+00:00
cus_deb1aebb635145,Adams LLC,jlawrence@wiggins-lewis.com,US,Logistics,51-200,paid_search,2024-01-28,2024-01-28 00:00:00+00:00
cus_f5aeaf2dc7424e,"Vazquez, Roy and Sharp",morriskatherine@willis.com,JP,AgriTech,11-50,outbound_sales,2024-01-28,2024-01-28 00:00:00+00:00
cus_fe90b3d73e0343,"Rogers, Wright and Brown",brettpatterson@stevens-payne.net,US,Marketing,51-200,paid_search,2024-01-28,2024-01-28 00:00:00+00:00
cus_00d46976c5b34a,"Hernandez, Howard and Johnson",oneilllinda@elliott.net,US,HR Tech,11-50,outbound_sales,2024-02-01,2024-02-01 00:00:00+00:00
cus_059ca80d803c49,French-Payne,ajohnson@adams.com,US,HR Tech,11-50,organic,2024-02-01,2024-02-01 00:00:00+00:00
cus_064b3c36dd8643,"Collier, Costa and Kramer",hollyshields@smith.com,SE,LegalTech,51-200,referral,2024-02-01,2024-02-01 00:00:00+00:00
cus_09a8b27ca31643,"White, Baker and Hernandez",diazwilliam@thompson-hoover.com,CA,E-Commerce,1-10,organic,2024-02-01,2024-02-01 00:00:00+00:00
cus_09d132c7fdda4a,"Mahoney, Garrison and Johnston",renee70@randall-greene.com,US,Marketing,1-10,paid_search,2024-02-01,2024-02-01 00:00:00+00:00
cus_0b2459165ac34d,"Carpenter, White and Maldonado",dbutler@lamb-west.com,CA,Marketing,11-50,paid_search,2024-02-01,2024-02-01 00:00:00+00:00
cus_188c59b7c4e246,"Peck, Wilkerson and Porter",brandondavis@crawford-white.biz,US,AgriTech,11-50,referral,2024-02-01,2024-02-01 00:00:00+00:00
cus_2dab8d26083a4d,Phillips-Dunn,rhondawood@patel.com,NL,HealthTech,1-10,organic,2024-02-01,2024-02-01 00:00:00+00:00
cus_3b4ab560cd6842,"Little, Gray and Rodriguez",kimsanchez@mann.info,US,LegalTech,11-50,organic,2024-02-01,2024-02-01 00:00:00+00:00
cus_6d167fbe640042,Smith Inc,perezalexis@sullivan.biz,US,EdTech,11-50,partner,2024-02-01,2024-02-01 00:00:00+00:00
cus_77b79b038aed4f,"Brown, Rivers and Davis",shelley50@peters-wise.com,US,SaaS,501-2000,referral,2024-02-01,2024-02-01 00:00:00+00:00
cus_80277ad1833d44,King-Mitchell,yparks@diaz.com,US,EdTech,11-50,referral,2024-02-01,2024-02-01 00:00:00+00:00
cus_b2557375662d44,"Becker, Smith and Livingston",guzmananthony@hall.net,US,AgriTech,51-200,referral,2024-02-01,2024-02-01 00:00:00+00:00
cus_c7557c0cb72645,Lewis Ltd,kimberly05@gomez.info,US,Logistics,51-200,outbound_sales,2024-02-01,2024-02-01 00:00:00+00:00
cus_cfb8ea7a812246,George PLC,nicole69@shields.com,US,LegalTech,501-2000,organic,2024-02-01,2024-02-01 00:00:00+00:00
cus_d48f20a7b9394e,Dominguez LLC,johnsonpaul@king-davis.info,US,AgriTech,11-50,paid_search,2024-02-01,2024-02-01 00:00:00+00:00
cus_d6c9f5ba1b7a40,"Carter, Duffy and Moore",thomas74@manning.com,US,EdTech,201-500,paid_search,2024-02-01,2024-02-01 00:00:00+00:00
cus_f860f61e053c44,Roman PLC,yromero@buckley-sanders.info,US,EdTech,51-200,organic,2024-02-01,2024-02-01 00:00:00+00:00
cus_058151d385ce48,Campbell-Christensen,kathleenstewart@brooks.info,GB,Marketing,11-50,outbound_sales,2024-02-02,2024-02-02 00:00:00+00:00
cus_1d8a3a0b036b4e,Greene-Wright,hebertscott@henry-church.com,US,E-Commerce,51-200,organic,2024-02-02,2024-02-02 00:00:00+00:00
cus_2b6962e7165040,Jordan and Sons,jorge81@torres.info,CA,Logistics,11-50,outbound_sales,2024-02-02,2024-02-02 00:00:00+00:00
cus_2cc54649a3074c,"Acosta, Rivers and Grant",natalie28@logan.com,US,EdTech,11-50,partner,2024-02-02,2024-02-02 00:00:00+00:00
cus_2d13977a65b74b,Zavala PLC,ashleygibson@miller.com,AU,E-Commerce,11-50,partner,2024-02-02,2024-02-02 00:00:00+00:00
cus_3745659c68d24c,Page-Reid,christina95@clark.com,SE,HR Tech,11-50,organic,2024-02-02,2024-02-02 00:00:00+00:00
cus_5546f5c233824e,Barrera Ltd,emaynard@heath.com,IN,SaaS,51-200,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_75999905b38f45,Perez-Gardner,kparsons@navarro.com,GB,AgriTech,11-50,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_786c0b3b38dc4a,"Mcgee, Becker and Holloway",john77@young-dixon.net,US,FinTech,51-200,organic,2024-02-02,2024-02-02 00:00:00+00:00
cus_7d4f46e5255743,Perez-Kennedy,williegreen@osborne.com,US,LegalTech,201-500,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_81df17ee06c64a,"Howard, Bishop and Wall",zflores@smith-hood.com,IN,Marketing,1-10,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_8f1a6b678b834d,"Waters, Valentine and Jones",margaretthomas@russell.com,US,AgriTech,11-50,outbound_sales,2024-02-02,2024-02-02 00:00:00+00:00
cus_9031c4a94e3144,"Yu, Bartlett and Anderson",deborah67@barnett.com,CA,SaaS,51-200,outbound_sales,2024-02-02,2024-02-02 00:00:00+00:00
cus_9282d17d72e24c,"Jackson, Williams and Wright",lsantiago@burton-short.org,US,HealthTech,11-50,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_9a816794618149,Thompson-Reyes,ericberger@horn.net,FR,Marketing,201-500,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_a116c1364df74b,"Sutton, Lynch and Lopez",qtyler@young.com,US,Logistics,51-200,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_a3627418f22840,"Johnston, Salazar and Miller",derekgarcia@diaz.com,SG,Marketing,11-50,organic,2024-02-02,2024-02-02 00:00:00+00:00
cus_a96ed17e9d3544,"Myers, Norton and Harris",georgeblair@hull-hayes.org,US,FinTech,1-10,organic,2024-02-02,2024-02-02 00:00:00+00:00
cus_d76cdb243f6648,"Davis, Shannon and Hanson",dsavage@gomez.net,SE,AgriTech,1-10,organic,2024-02-02,2024-02-02 00:00:00+00:00
cus_da61e803e40a43,"Miller, Malone and Gonzalez",qdavis@cain.com,SG,EdTech,201-500,outbound_sales,2024-02-02,2024-02-02 00:00:00+00:00
cus_dabb0e431def40,"Johnson, Stephens and Morris",michael74@johnson.info,GB,SaaS,51-200,partner,2024-02-02,2024-02-02 00:00:00+00:00
cus_e55a241671a148,Jackson and Sons,whitejessica@smith-cruz.biz,GB,Logistics,11-50,referral,2024-02-02,2024-02-02 00:00:00+00:00
cus_f2bf890605814c,"Jones, Sanchez and Henry",falvarez@johnson.biz,SE,HR Tech,11-50,paid_search,2024-02-02,2024-02-02 00:00:00+00:00
cus_ff62499af6d84b,"Gordon, Sanders and Cardenas",treynolds@hatfield.net,GB,SaaS,1-10,referral,2024-02-02,2024-02-02 00:00:00+00:00
cus_0f586586e5a04e,Smith-Logan,buckjustin@johnson-ferguson.net,GB,SaaS,1-10,partner,2024-02-03,2024-02-03 00:00:00+00:00
cus_181f66a23f5140,Kim Group,ijones@franco.biz,US,Marketing,201-500,referral,2024-02-03,2024-02-03 00:00:00+00:00
cus_26f455e2747b41,"Wagner, Robles and Williams",leelisa@mitchell.info,US,AgriTech,11-50,organic,2024-02-03,2024-02-03 00:00:00+00:00
cus_433dacff2bab4f,Watson-Green,richardgreene@holloway-garcia.com,US,LegalTech,11-50,partner,2024-02-03,2024-02-03 00:00:00+00:00
cus_4c17bb77aa2942,"Hughes, Evans and Flores",chelseaellis@dickerson.org,US,Logistics,51-200,partner,2024-02-03,2024-02-03 00:00:00+00:00
cus_54ed54ab3a4d4b,"Olson, Ryan and Miller",courtneyrodriguez@sanchez.com,US,AgriTech,1-10,organic,2024-02-03,2024-02-03 00:00:00+00:00
cus_93b1af0e10fc40,"Smith, Shaw and Scott",kanderson@williams.info,US,Marketing,11-50,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_963ea09290eb4c,"Lee, Anderson and Sanford",michaelgardner@smith-smith.com,US,EdTech,11-50,paid_search,2024-02-03,2024-02-03 00:00:00+00:00
cus_9ecb8ce89ffe42,"Roy, Edwards and Wong",cainkiara@miller.biz,US,AgriTech,11-50,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_9f070a06420243,Miller-Mathews,brucewashington@green-frederick.net,US,HR Tech,11-50,referral,2024-02-03,2024-02-03 00:00:00+00:00
cus_a4ff76e8cbf94f,"Odom, Bowen and Smith",ginacarson@dunn.org,US,LegalTech,201-500,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_a5700471101f49,Martinez-White,bradleyerin@harris-woodard.com,JP,HR Tech,1-10,referral,2024-02-03,2024-02-03 00:00:00+00:00
cus_ace91969a90f46,Perez-Galloway,jenkinstiffany@cooper.com,US,EdTech,11-50,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_ad6451c3c25348,Davidson and Sons,trevorharris@williams.biz,GB,EdTech,2001+,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_b2c224e34c8246,Mills Group,christopherjones@perry-guzman.com,US,Marketing,11-50,paid_search,2024-02-03,2024-02-03 00:00:00+00:00
cus_b416e634f66e4e,Stone and Sons,bautistawhitney@mckinney-holt.com,US,LegalTech,11-50,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_cc3ebe0e6d0a48,Crawford-Collins,larrywhite@kelly.net,NL,LegalTech,11-50,outbound_sales,2024-02-03,2024-02-03 00:00:00+00:00
cus_d70d0220613d47,Chavez-Cameron,rebeccamorris@gomez.info,NL,FinTech,51-200,paid_search,2024-02-03,2024-02-03 00:00:00+00:00
cus_e30ba3e7e2ab42,Gonzalez Ltd,gonzalezsheila@thompson-martin.com,JP,Logistics,201-500,paid_search,2024-02-03,2024-02-03 00:00:00+00:00
cus_e4afed79993e4c,White-Hall,robert20@juarez.org,DE,Marketing,1-10,referral,2024-02-03,2024-02-03 00:00:00+00:00
cus_f7628b9442084f,Davis Group,martinezjennifer@marks.info,FR,HR Tech,201-500,referral,2024-02-03,2024-02-03 00:00:00+00:00
cus_f938485d0d0f4f,Donovan Group,diana47@wheeler.com,US,FinTech,11-50,organic,2024-02-03,2024-02-03 00:00:00+00:00
cus_03da3d526d8d46,Bell-Reyes,bonniejames@price.biz,US,E-Commerce,51-200,partner,2024-02-04,2024-02-04 00:00:00+00:00
cus_0c8de5f5028b46,Bernard Group,dlewis@rivera.biz,DE,AgriTech,1-10,partner,2024-02-04,2024-02-04 00:00:00+00:00
cus_20290a579b8340,"Carr, Evans and Smith",adrienne14@clark.com,US,Logistics,11-50,outbound_sales,2024-02-04,2024-02-04 00:00:00+00:00
cus_28d6bf97a4234e,"Collins, Beasley and Weaver",gordonamy@long.com,US,Marketing,501-2000,organic,2024-02-04,2024-02-04 00:00:00+00:00
cus_2ce1c1b6ac6742,Nelson-Fuentes,johnhendrix@oliver.net,US,EdTech,11-50,outbound_sales,2024-02-04,2024-02-04 00:00:00+00:00
cus_3b77d7fdb90c41,Briggs Ltd,simpsonnicholas@hansen.org,US,EdTech,201-500,paid_search,2024-02-04,2024-02-04 00:00:00+00:00
cus_460394cc2dd34b,Garcia Ltd,scottwallace@cohen-simpson.com,US,HealthTech,1-10,referral,2024-02-04,2024-02-04 00:00:00+00:00
cus_4b93c9ba29fa4e,"Davis, Fuentes and Dominguez",davissean@perry.net,US,AgriTech,2001+,outbound_sales,2024-02-04,2024-02-04 00:00:00+00:00
cus_4bbe7edb73b347,Lopez and Sons,patricia14@wright.biz,NL,SaaS,51-200,organic,2024-02-04,2024-02-04 00:00:00+00:00
cus_6e04a1896f164c,"Rodriguez, Holt and Ramirez",cathy05@waters-hensley.com,US,SaaS,1-10,paid_search,2024-02-04,2024-02-04 00:00:00+00:00
cus_78c1b9606d9747,Parks-Stewart,sandra18@salinas.net,US,Marketing,11-50,outbound_sales,2024-02-04,2024-02-04 00:00:00+00:00
cus_8753b9afc48540,Hill and Sons,mariacombs@wallace.biz,US,HealthTech,11-50,referral,2024-02-04,2024-02-04 00:00:00+00:00
cus_ae4852efa63340,Johnson Inc,wilsonjennifer@brown-frederick.com,US,HealthTech,51-200,partner,2024-02-04,2024-02-04 00:00:00+00:00
cus_b4860122cd084f,Schaefer Ltd,omurphy@ramirez-fitzgerald.com,US,EdTech,51-200,organic,2024-02-04,2024-02-04 00:00:00+00:00
cus_b918d5af7e9049,Oliver-Walker,louis19@wood.com,US,Marketing,11-50,partner,2024-02-04,2024-02-04 00:00:00+00:00
cus_c7714136623549,"Page, Smith and Padilla",rachaelconway@lambert.info,US,AgriTech,201-500,partner,2024-02-04,2024-02-04 00:00:00+00:00
cus_cf5fe99f46ff4e,Herman-Ward,qsexton@ferguson-blevins.com,BR,Marketing,201-500,organic,2024-02-04,2024-02-04 00:00:00+00:00
cus_f1778fb330c84b,Richardson-Smith,alexandrakramer@williamson-estes.biz,IN,HR Tech,51-200,partner,2024-02-04,2024-02-04 00:00:00+00:00
cus_f8509d5152b84b,Hernandez-Mendoza,annette06@hernandez-rodriguez.com,GB,Logistics,201-500,outbound_sales,2024-02-04,2024-02-04 00:00:00+00:00
cus_fffae30275474a,Benson and Sons,wdavis@thomas-walker.com,US,FinTech,2001+,partner,2024-02-04,2024-02-04 00:00:00+00:00
